Date,Price
06/07/2018,84.47
06/06/2018,84.79
06/05/2018,84.82
06/04/2018,83.26
06/01/2018,82.08
05/31/2018,81.48
05/30/2018,81.24
05/29/2018,80.64
05/25/2018,80.51
05/24/2018,80.15
05/23/2018,80.09
05/22/2018,79.07
05/21/2018,79.27
05/18/2018,78.72
05/17/2018,79.09
05/16/2018,79.36
05/15/2018,78.81
05/14/2018,80.08
05/11/2018,80.15
05/10/2018,80.45
05/09/2018,80.4
05/08/2018,79.62
05/07/2018,80.01
05/04/2018,79.05
05/03/2018,78.6
05/02/2018,78.48
05/01/2018,79.11
04/30/2018,78.31
04/27/2018,78.63
04/26/2018,75.9
04/25/2018,73.01
04/24/2018,73
04/23/2018,75.89
04/20/2018,76.37
04/19/2018,77.85
04/18/2018,76.39
04/17/2018,75.19
04/16/2018,72.08
04/13/2018,71.54
04/12/2018,72.42
04/11/2018,71.35
04/10/2018,71.81
04/09/2018,70.3
04/06/2018,70.26
04/05/2018,72.59
04/04/2018,70.53
04/03/2018,69.6
04/02/2018,68.6
03/29/2018,72.37
03/28/2018,71.57
03/27/2018,74.85
03/26/2018,77.79
03/23/2018,74.78
03/22/2018,77.25
03/21/2018,79.09
03/20/2018,79.33
03/19/2018,77.25
03/16/2018,78.58
03/15/2018,79.12
03/14/2018,79.55
